,insc,cn2,ch2,lc2,rd2,cn,ch,lc,mt,rd
4164,489533700e5aaf4df4bf2ff5f8a33ae7afcef8f0,569.4,549.6,527.2,480,424.4,428.4,528.7,378.5,360
4165,39d40abf6eb0b13552bc0c11c34b3a6c2d077ba6,452.5,613,578.4,640,463.7,404.4,489.1,398.6,480
4166,ca4ee46725675d1473d3542eb769f598475fe85f,542.7,616.9,574.1,620,463.9,589.4,582.8,491.6,560
4167,d803d5c29d6c28e91d22c0b9400abd524a47d8aa,572.1,616.1,598.7,720,508.1,567.1,501.7,430.3,500
4168,109aec96dfe7d5da29f94ae235a5fcf7d212fff4,502.7,575.7,525.1,660,652.8,618.9,555.8,598.2,500
4169,1121ae56a62e36b97d68f5d893eda095a5f905c9,423.3,447,381.4,560,454.3,369.3,521.8,365.1,440
4170,852bc5ad7ce26e3d21a4fd1242ce03ceead9622f,396.7,447.9,479.6,460,451.6,394,465.7,389.9,500
4171,607af564cfc6b236f98c7905532b382a55e45df8,415.7,503.7,403.5,300,462.4,508.3,465,379.1,540
4172,04758e8f0f8cdb36ba110cc6d464d0193cf6061d,572.2,620.6,594.7,620,399.9,486.9,455.1,551.1,260
4173,7742349bb0261548bd288cde89dd1d7232e2d4bc,424.6,402.8,477.6,520,412.8,471.6,503.5,413.5,440
4175,a8daac0b88ff689bb31ed5e9c8712b4b2d8481ed,407.8,506.8,472.2,400,394.3,456.5,480.3,428.4,320
4178,20c8bab12fb379a3be7009dfea28df6b93e93ff7,497.5,500.8,470.2,380,641.8,730.5,658.8,630.5,520
4180,034ef830c6ddf7039456921604df9b1b9f36b672,450.8,444.5,458.4,480,396.1,513.8,485.1,369.9,420
4182,cfe5796a470dc7dfee92b593b530bfbed4596154,468,633.3,620.9,780,546.5,431,548.9,549.5,540
4183,493d264d0b22864fdf0348c668e65a0f4ecd6ff7,491.6,546.3,513.7,440,568.1,547.6,520.7,576.2,500
4184,82506a66d3a27ec43c73dece6c686e301366a333,436.8,468.9,455.2,340,424.4,533.6,409.9,406.3,580
4187,9b5876765d16356eadd1fb72ce4bf868b5a9a6f8,400.4,523.4,511.2,460,386.1,531.9,534.5,414.9,540
4189,2897875fa8f9bb7cf301ebddaec650745579727a,599.3,606.7,591.5,520,402.4,376.3,386.8,339.3,420
4190,5f24797405feec0644f2812280b34c0fac312f47,440.9,560,536.4,360,520.6,616.3,616.2,497.1,650
4191,b92a00df35857e1e964b609040127c05ced17c99,598.6,649.1,654.3,920,588.1,587,602.4,713.5,620
4192,2e6e686a8cf32033cb520b66041aaa0b28e6d16c,406.4,460.9,505.3,320,443.9,465.1,478.8,383.7,540
4193,32cc6b16f9d6f2296a58e1f9bd1316520e52d352,521.8,607.3,544.7,540,537.6,613.9,638.4,587.6,600
4195,77af6a47f634136ec6c46a1433323ba42764acfb,515.6,491.8,485.7,400,457.5,567.6,352.2,544.2,520
4196,1057d036eb86c0b58264fdaf9832fa06a200a1cc,402.1,515.6,481.4,0,551,539.3,486,418.8,460
4197,b59d940982d28fdb23e0227396a8dcb4b4d8b196,510.5,573.7,518.3,420,439.4,417.8,430,361.1,480
4199,e059864c63b852d5f1f83abdcc538dc25d8a22f4,448.5,525.6,509.9,400,471.6,488.4,573.6,634.4,560
4201,c38b93a2528370c165bfd7cedb534455bc6b591a,388.2,480,520.3,420,484.9,546.8,514.9,487.2,580
4202,1641291857f145251e7ccda4dfe57d31e0ba00dc,435.5,487.2,404.1,440,458.5,504.9,396.9,407,380
4203,f3eeaff7f7dfbb7475bd9faf6315007df43a5e76,390.2,541.7,585.2,400,542.6,554.1,568.2,544.6,440
4205,7975485e77974d548ff07cf8256339fcca7080a1,478.3,529.2,522.4,360,434.9,525.1,429.9,485.4,600
4207,746c5e374ca5dc5e24798770ce0c721d883652a4,424.3,416.4,484.5,400,415.8,529.2,477.3,363.6,440
4208,fb17ce23125facd0bd44e9f9877590f1999504d6,439.8,572.1,588.6,560,516.7,420.8,456.8,429,560
4209,bcce6132b635671074348b3b2cd215a676bf06c2,477.8,618.3,591.3,380,501.6,583.7,565.1,372,600
4210,36f493fa8a43d76bc2d30b4b7f0594652c6de6d8,443.5,471.4,510.9,600,490.1,472.8,509.6,382.2,520
4211,78e07697bc76e15d90dcfcb9c2d0a88931b9f72a,504,483.8,526.4,560,594.1,556,584.2,696.1,520
4214,7ff272af1ac0315763dca5da641823a3f66ca54a,500.7,589.9,562.7,680,552.6,524.1,579.8,450.5,460
4215,8a5188b0f652cf86b6ccee11ab9a09bd80ce163d,406,571.5,556.8,520,474,461.3,502.8,439.8,560
4216,9d8f21ec4f5cd996aaabd0b974e1bcfde699b4d8,545,598.1,580.8,640,444.8,530.3,442.8,378.1,400
4217,ddb5b429fe29a19b9fc2c71ba1d9103334f001c9,441.3,548.5,485.7,560,392.7,555.8,595.5,474.8,580
4218,a47ccf509526351e7411e5dd132657d6358918d8,375,588.5,570.9,420,534,597.1,583.9,442.7,680
4220,7caf53e4bd0d5c6478d3b3aaafc4fa1ea5c19a4e,491.1,511.4,541.7,460,450.3,604.4,587.1,538.6,600
4221,9faeb60bc20c461708bc4a60929bc132c25d7e06,409.3,390.6,407.3,360,402.3,574.4,488.3,462.1,580
4222,5e9ec7e30f2e17c885f17175f4d3e8c7b1da4fff,490.6,514.4,553.6,680,388.3,438.6,418,447.1,440
4223,32b0d6dd43ca6dff5cc423779c4b3f3d92791174,504.1,661.2,626.8,480,435.2,490.4,462.5,548.6,420
4224,bce87f2cf83652a5d5710076a901634c7c86cf6f,562.5,604.8,587.6,620,502.6,571.3,586.9,588.3,600
4225,973b79021380472f5b851ecef80da0cbc10baf61,392.6,540.6,542.6,640,502.5,579.7,496.2,617.7,580
4227,d7aca12cacebea0b2741b12d668a270189728812,458.7,476,509.8,360,414.3,508.4,507.7,369.6,400
4228,109a9b1e57f7056d0a023c34fb8f411a5a6b4bfc,426.3,531.6,522.1,560,604.9,622.6,584.9,532.6,800
4231,66b890eca1ca4794f575d59786c751102d46378b,530.8,543.2,470.3,500,501.8,565.8,573.4,653.7,460
4236,4da01681741717af1f606e3da40f468a21398a8a,384.9,593.5,549.2,560,437.2,519.9,555,541.7,580
4238,6bf6f9858d22590c2995b336c209ecca4cdb1f6b,624.8,631.6,656.5,740,570,648.5,465.1,755.3,780
4239,eb5b77450ed7c37fa61c785ac509af0982f32800,471.3,564.4,504.9,580,434.9,433.1,498,473.7,520
4241,c1e9bbbea295199ec16807366430b9dba2af873c,516.5,471,507,460,504.4,657.7,607.9,673.5,800
4242,3362a40c8341fe983d4518c476e7483f680ba809,466,594.1,539.8,400,430.4,422.3,420.5,388.2,480
4244,1283d5b6b08c0a136b16163c092963258b24fdca,498.7,480.9,477.3,480,405.6,504.5,552.4,437.2,540
4245,2984d4be96a90eb532564181c26c3cd6902f9ce4,413.3,500.8,466.6,400,420.3,448.6,412.6,451.5,400
4246,2ec8f80d1d9466d6e52981e1cb25635c9f06ed4f,395.8,464.2,530.3,540,436.5,453.1,413.8,466.6,560
4247,6b576f72af88a620f0d28b43f4745cd2e00849bf,440.2,482.3,475.8,600,395.8,542.1,496,428.9,460
4249,0a0c3a10bee415ae2d8a5e70de450e8a94c211be,414.8,387,360.6,440,464.6,572.6,448,394.3,400
4251,ea678e79c66cd787249b5f83864a38fcce037a47,460.9,495.7,408.8,540,578.5,624.5,598.9,492.9,520
4252,e9cefaeaf9cfe2ddf162f56ade1d70b8e7d6918c,387.1,383.5,444.9,360,412.1,531.5,459.9,409.7,480
4254,827f8adf620e440e9b5c10e965d0bcb9ca3f2515,395.3,543.8,550.2,520,475.4,511.5,454.6,426,700
4256,b8b8e12ce9e9d4ed8a63cea783c5f0ad0cd4083c,487.7,526.7,512.7,540,381.1,398.6,395,363,0
4258,4cfb522c51dc31d03f8801898a8d41506b065494,426.7,466.4,526,420,369.1,486.8,399.5,432.3,440
4259,b92d0e89e7a9c536135e7f7086b60784da9958fc,475.9,488.8,469.2,480,451.9,544.8,500.7,453.2,600
4260,8ec712ac0fd77e888eb666d726845b5c31420cf1,501.6,509.8,507.3,480,465.4,486.3,467.2,479.3,480
4261,ef7c0a6383a034a045009a6307628b3a60e84eff,442.8,510.8,483.3,520,434.1,506.1,493.6,375.1,440
4262,c03b4e99ac76b154f5874cc086850f8f5d62c55b,484.7,458.1,542.7,500,489,578.5,536.1,510.4,600
4263,89f6ee6e4340b03674ffd259ef574fdda7025887,422.4,527.7,506.8,540,456.2,468.3,398,354.6,360
4265,633f3f9dcb688ae4ab0b54e3895adaa9306459d3,528.8,595,574.6,460,610.9,613.4,598.8,709.3,540
4266,9890ba872b0c6ab8758117858cf59dbef7daf507,552.2,527.8,518.5,580,488.7,495.8,555.3,433.7,660
4267,bb5b0a151d4e722fd6fde7a53f28efd7df8da2b1,459.5,540.2,535.2,660,412.9,543.3,471.8,445.5,440
4268,c577a73a80fb16a43bd62e9d239df64d7631eeb5,380,470.6,370,560,426.9,526,481.6,519.5,580
4269,40e2e95482bc788904660e788695e63b06b75b2e,499,530.3,544.6,600,469.9,586.1,558.9,402.8,520
4270,8c895f29d455cf8a94a25e364c4c70709344fd35,543.7,533.9,538.2,640,431.7,501.8,360,372.5,500
4271,4a253bbcf7e17c90aecb75eea040527f8493ecbf,498.5,525.8,521.8,800,424.9,527.1,453.2,434.5,440
4272,d03d7e7f8c5770aa0282d22e12195f2b87c7ba35,383.1,596.6,515.8,400,450.2,493.3,492.5,467.5,360
4274,c5a296404fbc274c5c1485e208ac153bf145057b,426.9,554.1,484.7,560,381.4,504.4,452.6,369,360
4277,b4da403b50853a8fb8309ca62803a583805413a0,405.7,476,454.1,360,367.7,463.8,494,426.5,560
4279,d34f218d5351829e530e32333d6ec209ba5c4420,410,470.8,559.5,760,400.5,428.3,428.1,438.6,440
4281,65f6de0601400f461be274dbd0d89680c820bc8c,535.7,588.4,548.8,440,519.2,492.9,561.2,461.1,380
4282,bd89c196864e2c718230fce95d22e6aac89aee67,425.2,433.3,448.6,520,570.1,601,583.6,465.6,760
4283,35a4b23f14f212476985422140d45e547ad5c529,455.2,462.1,446.8,600,534.6,592.5,595.4,565.3,680
4284,ae1a44d418dfa0886baac395efc9d9c2bfa7e962,635.2,618.5,586.5,500,452.4,517.7,558.2,361.9,460
4285,41e7d8830c17c8ac92d5f003b6203af1ebe7f250,467.5,566.5,552.7,680,382.9,485.9,494.6,392.7,440
4286,c0987150883b44518478d915fecb110b0386739d,452,496.5,391.7,360,560.5,456,544.7,607.8,660
4288,0d39893d356775331adad3c2b435bcdc4ade09b7,375.3,494,406.4,760,488.7,573.6,558.3,584.4,520
4289,a4dea472038371591c97e48ec6cc00abb48a60cc,481.9,616.9,572.7,640,479.2,514.3,541.4,494.7,620
4290,7b246796c124c19e12e3b682ec3461a13d915c8d,553.6,592.8,463.4,500,388.4,517.5,477.9,386.6,560
4292,c3c4ca6c86e7f455ab67dbaa3333f613de86c6c2,440.4,463.6,465.5,620,657.4,645.1,616.8,708.9,900
4293,394cc7c6f0605d704fa82e8e2040176b9b193a08,413.8,447.6,553.4,600,412.9,476.8,405,533.8,380
4295,e5742093065052fc91486036ab01651d971cad61,460.3,554.3,543.9,520,438.8,539.1,600,419,580
4299,3e1ab3aa44c58a149490de85cb92fe4a028a62f7,434.6,453.7,478.7,380,478.1,606.4,547.5,433.7,760
4300,1429ecc8fedb6358d5588cf8bf3251d5b15e0ebf,403.4,354.7,464.6,400,568.8,710,620,563.3,680
4301,ae1c15a4e884400857adfca92887dd0718fac486,443.6,445.5,446.1,420,422.3,509.3,417,464,540
4302,aeb326f18b50b87f53e1130fc56f77ba85b25f50,408.6,547.2,556.7,520,436.5,581.2,473.8,600.2,620
4304,9bdfa75f2864f5490090ba54b18c39d5d311871f,388,565,532.5,560,521.3,602.5,519.5,434.5,460
4306,c12599d0cbde52c09053a729fd00269004f422b6,413.6,497,508.3,520,429.9,497.3,458.7,374.6,520
4307,42c2c4c008232f987cb51ab823360c01477ad257,428.1,558.9,575.8,560,505.5,609.1,531.2,548.1,500
4309,693258ba0821e9fe28ac4d268b352451661209a0,380.4,449,469.8,480,400.7,497,540.3,364.4,540
4310,e80defe8d57298d7d9340729db406f89ef7d4668,508.3,520.1,537.9,680,466.9,522.6,555.1,380.2,520
4311,9b08b479f2c20ba69f8fc003a76cd47b20d7669c,398.8,494,499.8,540,454,531.6,497.5,601.8,660
4312,2080a373b494dc4c722b0f60d3b05d20db5e455c,428.5,513.3,487.3,460,516.1,583.6,563.4,408.5,580
4313,88a175bfc88f46aa9b0fe3854ea48a6c1ad5b272,384.9,557.8,549.4,480,414.8,503.4,510.6,464.2,480
4314,086cd3891f3b463af5c1966d00790d56b8ffad3b,432.2,538.7,453.4,520,453,566.9,495.4,354.2,500
4318,15850257e658993815042c5801417daf48911692,362.5,561.1,455.2,360,459.5,593.2,551.5,670.4,660
4319,0978dc3da76e6729381b0422c27314b1ddf47f08,477.1,386.4,424.9,380,481.3,536,485.5,343.6,440
4320,e4b2bba074ac5b22a51d81b152ddfb9aafe515a3,418,488.1,423.3,440,465.6,603.9,577.1,568.8,520
4321,0e73b58cec76df2157ab56c542b60059ff144699,447.2,497.8,515.7,600,468.2,540.1,506.6,365,240
4322,400ec815cedf2d170884f5ea8efbf116005a8b5e,428.7,502.4,570,580,445.7,353.9,565.8,380.1,460
4323,58977f7844e139bd8d4d81d6f23bb0d94c46a3a3,376.5,515.8,490.7,600,461.8,596.2,602,422.4,760
4326,33e67e0ef66564061ae8b2a0f0970251dff39512,408.7,602.1,538.5,600,415.8,473.8,430.9,383.7,460
4327,f4412010109d2ae85b5368ad494df36e8ed259d0,439.3,357,496.3,540,395.4,432.1,511.3,414.3,380
4329,9669ce86236c3fc9486656a256ed8f6e1b879e16,502.1,557,556.1,640,432.4,503.9,603.5,468.2,760
4330,beb996a69f00c6076f6eb44b3b9e87d1b59fe7d9,468.2,395.4,409,440,370.7,565.8,465,406.2,540
4331,71de0cdc43b211f80f863f8a89de3b2206eb6ed6,536.3,646.3,595.2,660,402.5,478.8,496.9,347,760
4332,70b2ac7ae59de6f956386af9c59c9a1897d5a29c,641.8,677.6,629.6,900,414.1,560.1,537.6,473.9,600
4333,96a98ca0af13554131c646cc6960b144c56e0a17,415.9,423.5,487,480,385.9,526.5,417.4,339.6,480
4334,e192c84405ffafe325465e46f95d29227aa8ad21,372.7,530.5,395.1,380,510.2,547.3,538.9,449.5,520
4336,7641ce71fc06aa6ad52979f358594da460870fa3,520.3,488.4,437.3,400,504.9,550.5,532,457,540
4337,133b6c998e679f92a3549547b271c70777265af2,379.3,481.6,548.8,480,485,538.1,475.8,496.9,560
4338,c85e93f1120d70996652a6f6dff686f057a722a6,507.7,573.6,576.6,720,460.8,605.7,533.2,445.3,560
4340,915fb7cbeff2de475c1eb5f96f52de3a3d3002c6,395.4,440.1,541.1,760,579.5,606.9,563.8,557.2,700
4342,c1f9d90bed7f320268ffce6e6828e290db0bfe74,496.7,551.1,391.5,560,402.9,472.1,535.4,511.6,400
4343,2693bf66285d68e41db3b23f6362da5d36824f60,424.1,466.1,529.8,520,431.4,529.5,571.5,392.1,600
4345,6e7b038e1674189f078a141b93694e48a883f930,457.5,489.2,479.4,640,604.5,603.8,601.4,710,440
4346,160794097a3f0ba16188dc929120462ffad2fd28,442.4,579.7,606.7,560,418.7,575.9,564.7,393.6,320
4347,daa21c00e3cf98a5a1bc08b107c5c8c2c3349fdc,542.4,535.9,477.2,540,406.4,458.9,500.9,508.1,580
4348,6dd0ad118aa793946cbf2a59d1e71d780b22cca3,565.6,459.5,591.6,680,486.1,444.3,400.3,462.2,460
4349,77d79a5c381957021fc681799da327c0e12bf95f,433,510.2,550.2,560,480,510.5,545.5,479.8,400
4350,f543e99e6fcdc84f43b60ea4dbf67ec2442d3e4c,705,659.5,584.8,760,480.5,563.5,559.7,342.2,600
4351,2366b34bb8de8b9c68d251a112da15e168a2a667,494.8,539.7,591.8,600,493.7,590.9,505.3,610.9,640
4352,76c8b6bbad9d4fbb813a762a82e3fafc47adaf86,523.3,551.7,558.7,400,439.4,458.1,463.9,441.9,560
4354,c24fee75512e4663c32d2dc4446d160b0f422dd6,456.9,576.7,589.9,580,415,471.7,388,370.7,240
4355,c89c3cb6e479f73644dd7e66a812d293aff09693,481.6,513.6,453.3,500,406.1,427.5,486.8,590,480
4356,a426d0c4e385875960a4a9292f73a8d669061ba8,555.3,571.2,517.2,680,514.3,535.2,481.4,627.3,740
4358,ea5a3a86a7b68a556345d3d631f43adea6df5cea,406.8,453.9,521.8,480,435.5,371.6,499,392.4,0
4359,dc0dcdc421bb7e1c67516c9a6c1fab0980b5b511,459.4,547.2,490.4,460,500.9,512.8,546.2,382,580
4363,e55de9899d4efc77fbfe38f30bcee170a4cdde23,429.5,431.2,528.9,620,431.6,513.4,551.5,587.3,600
4364,45737d2537fa5071306e2c711288094d8303e96e,415.7,478.5,355,340,435.1,485.9,498.5,415.2,580
4365,7e8cd66fc6d786b9aa012e83a351a791a85b67a9,405.6,355.4,469.6,320,396.4,590.8,540.6,429.5,480
4366,abc87cab48016e432001667ebd118866826eb26f,497.2,545.4,442.8,600,667.6,769.1,624,656.3,900
4367,26012fe1f16f804ba938e086b86c821ccbb9658c,440.8,529.6,482.1,540,495.8,542.5,499.4,556.2,540
4368,4ed7ae24be2a2bef1934ba9591b8a97e3b96ec03,437.4,521.4,485.6,680,421.9,481.7,380.3,358.1,320
4369,6042518e8b47b6d28b7f3fe657eaeef381184c7d,568.6,578.7,552.3,560,416.6,539.5,546.1,424.8,660
4370,0ac4d742fbdff20c17b951c73bba07022b130051,481.9,501.7,455.1,520,540.1,571.9,586.3,445.1,640
4371,b14107e152e6661c97727af435d055f9287dd74e,414,482.2,419.6,420,440.9,496.3,526.8,522.5,540
4373,356820527489c3203d60b02fff6cae72fba9a390,436.5,330.6,383.3,560,574.1,624.6,644.5,663.5,940
4375,bf1d7b7e09e8e83a7ab98bfaa3bc6a80c2d8b791,555.6,494,502.3,540,695.5,694,637,843,840
4376,940fe16387c1881315446246383741ec34addbde,537.9,417.2,475.4,460,450.4,537.2,507.5,450.6,420
4377,6e6a45110b910585622c79a765bbe74b51961ed0,595.8,563,546.5,480,374.8,501.6,470.7,364,580
4378,b136a5b069f00986d766efc412166c7c8cd73715,443.5,553,557.3,560,448.6,433.4,481.6,404.2,0
4379,929ddfb02267fb81126cb2fad69fbccf012efee7,412.5,451.1,387.5,340,391.1,506.1,489,413.6,500
4380,b20c7d2b591f74f678ddd9afcee58edf1e93c159,424.5,520.8,459.3,480,460.4,500.4,525.9,535.2,300
4381,e07b284e165ab36e6f7ed189116df038c578cb0d,441.6,542.8,482.7,420,597.9,661.2,597.9,716.3,840
4382,56af1fd0e484e70031e8eb615c3caa600625c632,436.3,378.1,464.8,400,476.3,575.3,538.6,598.2,840
4383,de9c7f5daff1ccb4c1d24a44b5dfb1767b02ec58,458,441.7,513.7,340,435.1,388.6,405.4,400.7,360
4385,fdd1b4f3fd7182b408a0adf242ec1be8cdd81c2f,521.1,552.3,419.2,340,412.7,468,493.2,475.3,540
4386,c6bf7b1e1f7cb8f5981b3c235642cc63c39158f9,454.5,551.8,481.9,560,465.1,467.6,441.4,436.7,480
4387,338fa349efe9f6048885eae4e103de5b78d38fb0,455.9,372.6,441,380,472.6,549.4,528.8,477.5,640
4388,437bd626c4f6a5b3a9827482e95a9e7398a63b68,468.2,542.5,479.6,840,424.3,614.6,603.1,487.9,520
4389,42c8ea8fe115bb97815fb85c50e0b49fb22f57af,429.8,476.2,543.3,380,442.2,519.9,481.2,417.5,380
4390,0de6480505591485ffbab189ce0c2662b019ff11,379.1,411.3,490.1,380,385.1,574.5,498,480.1,360
4393,d63de32abdd73ee99e627bacf2880ab6c1108873,612.9,616.4,508.4,400,493.6,601,597.8,650.1,500
4394,3d5b9fd61ce94718a295cc7508ac951ccb62e1a7,400.4,517.8,517.7,700,430.6,550.2,387.9,401.7,440
4395,67ed24be449f80fe386b639038495f5a382b256e,491.6,585.9,604.6,740,602.5,588,595.6,483.8,660
4399,a05dfd5fe347ebbd90acd3fae985bbc3f2b1c52a,587.1,637.8,541.8,620,404.4,438.4,505.1,524.2,300
4401,0705dd799fdfb87afaabd47edea984ee0f3ce74e,576.3,594.4,611.7,680,541.1,627,583.3,603.6,780
4402,2639d78d92b2f0e658b0286e459a312abd74b835,432.3,417.6,577.7,540,396,529.6,462.7,367.4,480
4403,b66a8bed940db444fa84c20a97988cab24d7decf,426.2,548.6,575.1,600,508.4,595,614.6,559.9,540
4404,270f72bd827057a04211b6ce956a3df1004952f4,445.3,451.1,458.4,480,453.1,475.7,546.6,334.3,680
4406,6c9fb95e80c5509ef838457737432896b6d48a9c,528.3,556.7,562.8,420,574.4,592,609.9,611.5,640
4407,22af88873f5f5c4c66a59f680619c33e080438fa,405.1,476.5,503.5,560,568.1,506.3,543.4,537.2,760
4408,52db0d4af401da9cb2f1c8fb7c0045ed0df42c45,426.1,588.7,581.1,600,438,476.6,483.1,340.9,640
4409,37a8d754db015c245bcf2b6dbacf695dba887963,415.9,525.3,468.1,420,523.5,578.3,539.1,580.7,580
4410,82ebe9dcd22506cdff1cb71b70938d48896f9e4c,451.6,406.3,551.4,540,402.1,559.8,560.9,454.7,540
4411,3929a400e92e115e684b0474e254f71426d717f6,522.5,596.8,642.7,600,429.4,537.9,563.6,473.5,480
4412,28717e5b83981e57fd84c980c8d5186c67246615,408.1,469,420.5,540,439.3,539,430.6,410.4,660
4413,118acfb53e3e8a9bf7eb5d44a59ba9b29139f094,401.3,404.4,461.8,360,582.5,620.5,532.2,630.4,660
4415,faa4b3e1bd53638e5a4bc9e568483e4653dc0fea,437.5,590.3,554.5,420,507.6,418.1,368,368.8,360
4416,4f4fe64420aa4b473bfbb2fa5d5855b7b87b681b,524.9,609.4,624,580,526.4,613.9,550.9,451.4,640
4417,e7182a408730c693af30a850f7e47303aacd5518,480.6,552.8,483.1,520,531.4,554.6,570.4,663.1,600
4418,2ed9a467c40ffd82612d4936d1fb86abd1265b36,414.1,492.4,401,400,468.5,417.6,403.9,493.4,340
4419,eceaf312d67ffa3528ee673ba58d89aba1aab92b,435.8,340.1,389.8,380,519.7,540.7,449.4,600,740
4420,dce13548e1262652b7402c62298bbb251070b3ee,426,535.7,505.5,520,484.6,620.6,600.6,551.2,580
4421,d6ee955c1c95bef4af772d6aa130ca2669f96f2c,548.2,601,525.7,680,469,556.7,542.9,406.7,560
4425,872b9791ddd885f1dbbdc434b7b3f6621d277edc,635,592.3,633.3,880,417.2,501.4,527.8,350,520
4426,f7020d414c411f1e5ad99fa24b332feb34b06a6a,524,560.9,432.1,320,469.9,563.2,508.6,561.2,380
4427,d8e18f6ed2bdcdeb61e39c449d67f95d246e8786,407.2,420.2,442.4,400,430.2,374.5,360.8,418.4,340
4428,717bf498aee0e8eeda4cfa75b12859c742221379,404,489.3,494.3,440,493.1,602.6,621.8,428.3,800
4429,1107455485b73bcbb91cd1813cbae9e47add8e77,412.2,392.8,528.4,520,471.5,452.8,479.9,414.2,460
4430,aca9960d00e6409ee9e7f5fd61c422744c761f1d,427.2,534.4,380.3,280,476.5,515.1,496.6,405.9,520
4431,0f6a88bd08c571aa6ece9dd1020b055a65bb4ebd,385,498.8,410,400,407.6,577.8,515.4,513.6,560
4432,93a0574117346b2c1cd5fe5374efe5062b06707d,434.5,502.6,510.4,400,395,483.6,428.1,496.8,400
4433,75ddea11f9fd47a2b1de1de14e3fd3cdba7c67e0,459.3,458.6,512.9,480,506.6,550.4,553.4,538.9,420
4435,b5284254d67bcf12aaef2f24a9906e9a7217258a,563.6,562.4,574,800,414,546.2,548.7,459.1,500
4436,0360c6b15b517ef42ef97f5e6f11cf479f480f53,383.6,545.5,490.7,500,390.5,494.4,462.9,384.3,520
4437,4b94927dc39cfb7ef929fa6a52138d8a568e1131,459.4,561.2,488,600,620.4,749.8,663.3,700.1,920
4439,58e60a9f8ca51c38a8dd2f6ffd70d3faa93ddda4,520.4,477,531.8,540,497.7,595.8,545.6,445.3,420
4440,3b82aa7b223eb0709ce31521a160b8d012aee3f5,609.2,610.8,564.2,760,522.2,496.2,522.4,419.9,640
4441,dba84edcb41c0e0fb8f04c31bc9c2a466a3d53cc,435.5,539.8,452.1,640,405.4,450.3,388.5,524.1,540
4442,36842230ef9a0dcb5d659866244e1632c86bd3d3,552.5,648.2,578.3,700,646.6,642.2,629.5,716.5,600
4444,4ac36547eefd16d992cfbfceec532f85bcc68015,412.7,486.7,523.5,660,498.5,496.6,499.5,372.9,320
4446,9db703639b4d512cd3d5b6e33809a5dbac4bf4ee,437.1,474,476.1,600,449.8,569.7,502.3,592.7,460
4447,5cdaec97c994292696fb23cc0537b0a99943b04a,377.6,436.6,463.6,300,437.9,436.7,437.5,466.4,520
4448,0aaadc32071165f37cbb249e0254aa66ccab18d9,429.6,522.3,569.1,620,542.4,503.1,488.1,521.8,560
4449,378eb08cab75a915988c3513175a7b111e5007b8,417.4,488.6,475.3,460,461,532.6,472,420.7,0
4450,f81488c4d23488fa5851bf67fbf3d18838491ea6,397.7,549.5,475.1,500,384.9,484.8,433.8,351.4,0
4451,4ddc39ddcca2c01ee310e6153658564d07d69a63,460.5,601.3,574.9,880,427.7,498.4,401.3,484.8,400
4452,f5e591a2704106b6773a3ee08262357ec848a266,429.3,483.6,506.3,400,434.5,492,545.4,623.9,520
4453,2e53f005cdd7a7be474b28ba8b4368fbb47cc267,495.9,498.9,524.9,380,468.2,508.9,450.5,405.6,520
4454,0611b0f33e4360e562f589cd5f8e5f1f0e347974,462.6,502.2,479.8,360,431.5,470,444.7,421.6,440
4455,32f7ca35527730917b3889c69a1ec6ec346a597f,588.4,601.8,518.2,360,391.2,528.9,474.5,423,540
4461,be5bfb05c0be35b932cd01a9ab33a46c513b155e,479.3,613.2,393.7,540,434.8,576,507.4,462.4,520
4462,8387fbe107fa145866839da20e42b10d3a5a7db9,458.6,496,427.8,440,629.9,635,616,476.4,580
4463,6bfecd7a3250e2324bd5677dff78c4bf8dcf8268,434.7,557.8,548.4,540,447.8,489.3,434.5,457.4,420
4464,c790d4361ed06518fe1971b632d9fe9af363851d,476,514.3,504.6,500,434.1,583.6,489.1,500.9,540
4465,f4460f6957e9f8c94651809fe5ec5a01828cf318,402.3,457.9,522.9,380,613.6,543.5,602,547.6,560
4466,4ebefca5e4c783ccc2ea792cbf974010ef400a15,451.9,393.7,379.5,540,602.2,566.9,550.2,593.3,640
4467,478a9061bab1a42882f5aa2cb59d0f5c5247fb1c,488.9,596.1,507.6,520,460.8,490.9,515.1,458.1,360
4469,995227ee49cf6476b7ff6592e08a6378516e2879,501.6,418.5,495.8,520,374.8,500,404.6,362.4,320
4471,c6121365516341e821fd548da778f5b13660f16b,432,506.6,570.1,540,498.4,403.7,394.9,511.7,360
4472,a952430f7d43ba185577b4da074defee54b95bf7,447,444.8,465,440,399.3,574,466.7,458.7,340
4473,3424b7da08825817851a31892d28dad505c5caf0,455.9,445.2,384,580,455,500.1,459.1,423.8,600
4474,50a8f73d32ce1ee58d8f43b28b79fd1380fe832d,365.1,496.1,530.9,500,518.8,489.5,573.3,586.5,620
4475,9c984e35a544af42571af27b513c63f29242fafe,520.9,538.6,562.7,500,429.7,590.1,506.1,398.9,480
4476,59474b2af1c2e9fadb7d61006c6092b6ce05de59,530.8,473.1,472.4,440,448.3,459.2,448.2,389.8,420
4477,eefaea6108477875f1a1f8f21cdccc18eff9557d,493,534.8,520.3,580,438.9,589,549.6,553.2,440
4478,5d512b268fab727b301b594cbf06ffca603b8871,498.6,496.9,398.8,460,478.6,556.2,496.6,420.1,560
4479,995298f8fe85dd5b10ba9e6d6c0af48c53f88936,419.3,459.5,445.7,600,445.1,531.9,496.5,438,580
